Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",4.1,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",3.9,Bandung,Taman hiburan indoor terbesar di Indonesia.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",3.7,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",3.9,Bandung,Taman hiburan indoor terbesar di Indonesia.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.9,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.3,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.4,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",4.9,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.4,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",4.3,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",5,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Kawah Putih,"Ciwidey, Bandung",Alam,Danau kawah vulkanik dengan air berwarna putih kehijauan.,"-7.1664, 107.4026",3.6,Bandung,Danau kawah vulkanik dengan air berwarna putih kehijauan.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",3.9,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",4.2,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",4.9,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",5,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",4,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",5,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",5,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Kawah Putih,"Ciwidey, Bandung",Alam,Danau kawah vulkanik dengan air berwarna putih kehijauan.,"-7.1664, 107.4026",3.5,Bandung,Danau kawah vulkanik dengan air berwarna putih kehijauan.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.2,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",4.7,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.8,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.9,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",3.8,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.6,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",3.7,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",4.7,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",4.9,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",3.5,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",4.2,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.5,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",3.7,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4,Bandung,Taman hiburan indoor terbesar di Indonesia.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4.9,Bandung,Taman hiburan indoor terbesar di Indonesia.
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",4.1,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",4.1,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",4.7,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.9,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",3.6,Bandung,Taman hiburan indoor terbesar di Indonesia.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.9,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",3.7,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4.4,Bandung,Taman hiburan indoor terbesar di Indonesia.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.7,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4.2,Bandung,Taman hiburan indoor terbesar di Indonesia.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.3,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.4,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Kawah Putih,"Ciwidey, Bandung",Alam,Danau kawah vulkanik dengan air berwarna putih kehijauan.,"-7.1664, 107.4026",5,Bandung,Danau kawah vulkanik dengan air berwarna putih kehijauan.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",5,Bandung,Taman hiburan indoor terbesar di Indonesia.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.3,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4.4,Bandung,Taman hiburan indoor terbesar di Indonesia.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",4.9,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.5,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Kawah Putih,"Ciwidey, Bandung",Alam,Danau kawah vulkanik dengan air berwarna putih kehijauan.,"-7.1664, 107.4026",4.7,Bandung,Danau kawah vulkanik dengan air berwarna putih kehijauan.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",4.8,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Kawah Putih,"Ciwidey, Bandung",Alam,Danau kawah vulkanik dengan air berwarna putih kehijauan.,"-7.1664, 107.4026",4.5,Bandung,Danau kawah vulkanik dengan air berwarna putih kehijauan.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",5,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.7,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",3.8,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",4.6,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Farmhouse Lembang,"Jl. Raya Lembang No.108, Bandung",Wisata Edukasi,Tempat wisata dengan konsep Eropa dan peternakan mini.,"-6.8326, 107.6059",3.7,Bandung,Tempat wisata dengan konsep Eropa dan peternakan mini.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",5,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Orchid Forest Cikole,"Cikole, Lembang",Alam,Hutan anggrek dengan jembatan gantung dan spot foto unik.,"-6.7902, 107.6289",3.8,Bandung,Hutan anggrek dengan jembatan gantung dan spot foto unik.
Curug Maribaya,"Maribaya, Lembang",Alam,Air terjun alami dengan pemandangan hutan yang asri.,"-6.8087, 107.6702",3.9,Bandung,Air terjun alami dengan pemandangan hutan yang asri.
Trans Studio Bandung,"Jl. Gatot Subroto No.289, Bandung",Taman Hiburan,Taman hiburan indoor terbesar di Indonesia.,"-6.9245, 107.6360",4.8,Bandung,Taman hiburan indoor terbesar di Indonesia.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",4.7,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Tangkuban Perahu,"Lembang, Bandung",Alam,Gunung berapi aktif dengan kawah yang bisa dikunjungi.,"-6.7596, 107.6098",5,Bandung,Gunung berapi aktif dengan kawah yang bisa dikunjungi.
Tebing Keraton,"Dago, Bandung",Alam,Tebing dengan pemandangan hutan dan sunrise yang indah.,"-6.8364, 107.6636",3.8,Bandung,Tebing dengan pemandangan hutan dan sunrise yang indah.
Dago Dreampark,"Jl. Dago Giri Km. 2.2, Bandung",Rekreasi,Taman rekreasi dengan wahana dan pemandangan alam.,"-6.8574, 107.6405",3.5,Bandung,Taman rekreasi dengan wahana dan pemandangan alam.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4.9,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Taman Bungkul,"Surabaya, Jawa Timur",Taman,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.,"-7.2892, 112.7357",3.8,Surabaya,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",3.8,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.5,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.5,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.2,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.4,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",4.7,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.9,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.7,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.8,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4.5,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",4.2,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Hutan Mangrove Wonorejo,"Surabaya, Jawa Timur",Alam,Ekowisata hutan mangrove dengan jalur kayu yang menarik.,"-7.2887, 112.8411",4.7,Surabaya,Ekowisata hutan mangrove dengan jalur kayu yang menarik.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.8,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",4.5,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.7,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",4.8,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Kebun Binatang Surabaya,"Surabaya, Jawa Timur",Hiburan,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.,"-7.2926, 112.7352",4.6,Surabaya,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",3.8,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",3.9,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.7,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Kebun Binatang Surabaya,"Surabaya, Jawa Timur",Hiburan,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.,"-7.2926, 112.7352",3.9,Surabaya,Kebun binatang tertua di Indonesia dengan koleksi satwa lengkap.
Taman Bungkul,"Surabaya, Jawa Timur",Taman,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.,"-7.2892, 112.7357",3.9,Surabaya,Taman kota dengan fasilitas lengkap dan sering menjadi tempat berkumpul.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.9,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Surabaya North Quay,"Surabaya, Jawa Timur",Pantai,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.,"-7.1915, 112.7342",5,Surabaya,Pelabuhan modern dengan pemandangan laut dan kapal pesiar.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.9,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Jembatan Suramadu,Surabaya - Madura,Ikon Kota,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.,"-7.1919, 112.7891",3.7,Surabaya,Jembatan terpanjang di Indonesia yang menghubungkan Surabaya dan Madura.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",4.6,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
House of Sampoerna,"Surabaya, Jawa Timur",Sejarah,Museum rokok dengan galeri seni dan sejarah industri tembakau.,"-7.2411, 112.7375",3.6,Surabaya,Museum rokok dengan galeri seni dan sejarah industri tembakau.
Tugu Pahlawan,"Surabaya, Jawa Timur",Sejarah,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.,"-7.2458, 112.7378",3.9,Surabaya,Monumen ikonik yang memperingati perjuangan arek-arek Suroboyo.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",4,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
Hutan Mangrove Wonorejo,"Surabaya, Jawa Timur",Alam,Ekowisata hutan mangrove dengan jalur kayu yang menarik.,"-7.2887, 112.8411",3.6,Surabaya,Ekowisata hutan mangrove dengan jalur kayu yang menarik.
Atlantis Land Kenjeran,"Surabaya, Jawa Timur",Taman Hiburan,Taman bermain air dengan wahana modern di kawasan Kenjeran.,"-7.2265, 112.7901",4.8,Surabaya,Taman bermain air dengan wahana modern di kawasan Kenjeran.
